indice,id_cliente,variable,valor,outlier_IQR,outlier_Zscore,z_score,limite_inferior_IQR,limite_superior_IQR,skewness,metodo_recomendado,hipotesis
13872,CLI-113872,ingreso_mensual,16925327,True,True,6.0492661704227055,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
13890,CLI-113890,ingreso_mensual,10464727,True,True,3.3707513089921877,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
13929,CLI-113929,ingreso_mensual,9631279,True,True,3.0252102053439907,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
13941,CLI-113941,ingreso_mensual,9734254,True,True,3.0679028450145793,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
13958,CLI-113958,ingreso_mensual,9291540,True,False,2.8843570399247502,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
13982,CLI-113982,ingreso_mensual,13020129,True,True,4.430201241495247,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14045,CLI-114045,ingreso_mensual,8771173,True,False,2.668616900789374,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14113,CLI-114113,ingreso_mensual,10227113,True,True,3.272238379808528,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14124,CLI-114124,ingreso_mensual,12555477,True,True,4.237560111043987,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14160,CLI-114160,ingreso_mensual,10040134,True,True,3.1947183305444633,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14182,CLI-114182,ingreso_mensual,9508590,True,False,2.974344293534863,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14187,CLI-114187,ingreso_mensual,8712005,True,False,2.64408630497457,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14206,CLI-114206,ingreso_mensual,9545469,True,False,2.989634042099191,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14235,CLI-114235,ingreso_mensual,11658028,True,True,3.8654846871087556,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14250,CLI-114250,ingreso_mensual,12571902,True,True,4.244369789185181,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14281,CLI-114281,ingreso_mensual,8798382,True,False,2.679897542040134,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14296,CLI-114296,ingreso_mensual,9718280,True,True,3.0612801479900784,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14320,CLI-114320,ingreso_mensual,10789699,True,True,3.505482190264639,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14342,CLI-114342,ingreso_mensual,12058222,True,True,4.0314020286026295,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14353,CLI-114353,ingreso_mensual,8951695,True,False,2.7434599277242033,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14568,CLI-114568,ingreso_mensual,8938383,True,False,2.7379408753396937,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14576,CLI-114576,ingreso_mensual,12625374,True,True,4.266538867393151,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14579,CLI-114579,ingreso_mensual,10151904,True,True,3.241057309286699,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14588,CLI-114588,ingreso_mensual,9630311,True,True,3.024808880020357,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14639,CLI-114639,ingreso_mensual,9205359,True,False,2.8486270629453765,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14697,CLI-114697,ingreso_mensual,9856585,True,True,3.1186203327887267,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14706,CLI-114706,ingreso_mensual,9453377,True,False,2.95145341017354,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Posible valor extremo; revisar con reglas de negocio.
14742,CLI-114742,ingreso_mensual,12090190,True,True,4.0446557144971615,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14777,CLI-114777,ingreso_mensual,12028285,True,True,4.018990379621631,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
14829,CLI-114829,ingreso_mensual,9799315,True,True,3.0948766331146835,-5221229.625,8702049.375,1.3669645194851103,Ambos métodos,Valor extremo severo; validar con la fuente original.
6,CLI-100006,saldo_actual,12788353,True,False,2.4141599881428406,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
42,CLI-100042,saldo_actual,11906860,True,False,2.1917275559614167,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
54,CLI-100054,saldo_actual,12054575,True,False,2.2290013706368357,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
64,CLI-100064,saldo_actual,12373696,True,False,2.3095270925542737,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
72,CLI-100072,saldo_actual,14628939,True,False,2.8786061273851007,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
96,CLI-100096,saldo_actual,26840511,True,True,5.96002556091273,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
105,CLI-100105,saldo_actual,10474723,True,False,1.8303478103173705,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
107,CLI-100107,saldo_actual,11235865,True,False,2.0224113505785333,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
129,CLI-100129,saldo_actual,19161657,True,True,4.0223741313653,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
140,CLI-100140,saldo_actual,13252017,True,False,2.5311591148913997,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
183,CLI-100183,saldo_actual,12312143,True,False,2.293995053731432,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
192,CLI-100192,saldo_actual,12068864,True,False,2.2326069999764226,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
224,CLI-100224,saldo_actual,17273666,True,True,3.5459660032614604,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
228,CLI-100228,saldo_actual,17671685,True,True,3.6464005322077115,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
247,CLI-100247,saldo_actual,10643420,True,False,1.8729161392907254,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
248,CLI-100248,saldo_actual,11058229,True,False,1.9775873899537983,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
266,CLI-100266,saldo_actual,10428085,True,False,1.8185793631804366,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
268,CLI-100268,saldo_actual,10072375,True,False,1.7288209187557455,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
302,CLI-100302,saldo_actual,16056792,True,True,3.2389048655345154,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
314,CLI-100314,saldo_actual,28219212,True,True,6.307921479179762,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
330,CLI-100330,saldo_actual,25358949,True,True,5.586174107653799,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
344,CLI-100344,saldo_actual,11676568,True,False,2.1336165900525277,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
345,CLI-100345,saldo_actual,19945920,True,True,4.220271932663665,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
363,CLI-100363,saldo_actual,13852944,True,False,2.6827946402710525,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
373,CLI-100373,saldo_actual,12675720,True,False,2.3857386255978286,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
403,CLI-100403,saldo_actual,11747943,True,False,2.1516270732293075,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
407,CLI-100407,saldo_actual,15837375,True,True,3.183538053804926,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
415,CLI-100415,saldo_actual,10165026,True,False,1.7522001030193086,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
418,CLI-100418,saldo_actual,13228459,True,False,2.5252145830149924,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
419,CLI-100419,saldo_actual,11315682,True,False,2.0425520544064986,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
424,CLI-100424,saldo_actual,11851647,True,False,2.177795327483105,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
458,CLI-100458,saldo_actual,13761634,True,False,2.6597538386055986,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
475,CLI-100475,saldo_actual,10228643,True,False,1.7682529633801802,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
495,CLI-100495,saldo_actual,11049535,True,False,1.975393580626458,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
506,CLI-100506,saldo_actual,12499566,True,False,2.341288626949528,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
517,CLI-100517,saldo_actual,13412708,True,False,2.5717072417167572,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
531,CLI-100531,saldo_actual,15336563,True,True,3.057165148715897,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
556,CLI-100556,saldo_actual,10429769,True,False,1.8190042970322011,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
563,CLI-100563,saldo_actual,17547634,True,True,3.615097997026448,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
571,CLI-100571,saldo_actual,10846712,True,False,1.924214032754458,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
583,CLI-100583,saldo_actual,10563951,True,False,1.8528632483964977,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
609,CLI-100609,saldo_actual,14272159,True,False,2.7885776834227682,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
684,CLI-100684,saldo_actual,16697575,True,True,3.4005974951872857,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
689,CLI-100689,saldo_actual,13894035,True,False,2.693163379524531,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
748,CLI-100748,saldo_actual,10952432,True,False,1.9508909964174934,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
767,CLI-100767,saldo_actual,12270463,True,False,2.283477688564242,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
771,CLI-100771,saldo_actual,12092328,True,False,2.23852781226728,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
776,CLI-100776,saldo_actual,14397492,True,False,2.8202037133771687,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
781,CLI-100781,saldo_actual,11372951,True,False,2.0570030857347086,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
792,CLI-100792,saldo_actual,15198361,True,True,3.0222918065653217,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
793,CLI-100793,saldo_actual,21695036,True,True,4.661636896477833,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
810,CLI-100810,saldo_actual,12275383,True,False,2.2847191817653596,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
850,CLI-100850,saldo_actual,10329434,True,False,1.7936861628179497,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
869,CLI-100869,saldo_actual,17094749,True,True,3.5008188001996055,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
876,CLI-100876,saldo_actual,14358761,True,False,2.8104304871226,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
933,CLI-100933,saldo_actual,10495180,True,False,1.8355098482066508,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
940,CLI-100940,saldo_actual,11330321,True,False,2.046246001351856,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
955,CLI-100955,saldo_actual,17236522,True,True,3.5365932342650566,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
964,CLI-100964,saldo_actual,10273173,True,False,1.7794894861943589,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
967,CLI-100967,saldo_actual,11833401,True,False,2.173191204526278,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
970,CLI-100970,saldo_actual,21150354,True,True,4.524194010345508,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
975,CLI-100975,saldo_actual,13901901,True,False,2.69514825463022,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
987,CLI-100987,saldo_actual,12162404,True,False,2.256210510958643,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
993,CLI-100993,saldo_actual,12906832,True,False,2.444056507040237,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1027,CLI-101027,saldo_actual,10769142,True,False,1.9046403279555395,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1052,CLI-101052,saldo_actual,22591205,True,True,4.8877726120372245,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1065,CLI-101065,saldo_actual,31391038,True,True,7.108287417010551,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1068,CLI-101068,saldo_actual,19982845,True,True,4.229589440072458,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1086,CLI-101086,saldo_actual,10335403,True,False,1.7951923565003622,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1093,CLI-101093,saldo_actual,15242265,True,True,3.0333703670331795,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1105,CLI-101105,saldo_actual,19659952,True,True,4.14811190670083,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1111,CLI-101111,saldo_actual,11152964,True,False,2.0014924424757212,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1133,CLI-101133,saldo_actual,11670513,True,False,2.132088695472697,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1136,CLI-101136,saldo_actual,13184385,True,False,2.5140931254243317,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1179,CLI-101179,saldo_actual,11980700,True,False,2.210360047418838,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1190,CLI-101190,saldo_actual,10227982,True,False,1.768086169273282,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1224,CLI-101224,saldo_actual,15972038,True,True,3.2175183787931525,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1234,CLI-101234,saldo_actual,13024965,True,False,2.4738657176759293,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1247,CLI-101247,saldo_actual,11442316,True,False,2.074506373518349,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1258,CLI-101258,saldo_actual,12154997,True,False,2.2543414580845216,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1267,CLI-101267,saldo_actual,10946764,True,False,1.9494607558760435,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1277,CLI-101277,saldo_actual,14712756,True,False,2.8997561752790153,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1298,CLI-101298,saldo_actual,17348247,True,True,3.5647854757070983,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1326,CLI-101326,saldo_actual,26727465,True,True,5.931499983592909,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1331,CLI-101331,saldo_actual,10576862,True,False,1.856121158705365,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1335,CLI-101335,saldo_actual,13906529,True,False,2.6963160657145235,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1349,CLI-101349,saldo_actual,26763176,True,True,5.940511155077687,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1366,CLI-101366,saldo_actual,19402802,True,True,4.083223700061126,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1387,CLI-101387,saldo_actual,14825809,True,False,2.928283518950952,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1397,CLI-101397,saldo_actual,11034815,True,False,1.971679194463765,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1429,CLI-101429,saldo_actual,24359143,True,True,5.333887044353716,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1434,CLI-101434,saldo_actual,11020188,True,False,1.9679882755506057,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1481,CLI-101481,saldo_actual,10170692,True,False,1.7536298388887257,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1492,CLI-101492,saldo_actual,12583465,True,False,2.362459366396794,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1523,CLI-101523,saldo_actual,14914999,True,False,2.9507893682614528,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1532,CLI-101532,saldo_actual,12790910,True,False,2.4148052113369984,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1535,CLI-101535,saldo_actual,14695401,True,False,2.8953768837128786,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1542,CLI-101542,saldo_actual,16359771,True,True,3.3153573794738156,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1543,CLI-101543,saldo_actual,17076299,True,True,3.496163200695415,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1586,CLI-101586,saldo_actual,10531563,True,False,1.8446905894945076,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1613,CLI-101613,saldo_actual,13575433,True,False,2.6127686199996503,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1643,CLI-101643,saldo_actual,19349517,True,True,4.069777975422601,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1650,CLI-101650,saldo_actual,11085762,True,False,1.9845349574957427,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1655,CLI-101655,saldo_actual,14917448,True,False,2.9514073391658298,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1664,CLI-101664,saldo_actual,10634142,True,False,1.8705749657297563,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1689,CLI-101689,saldo_actual,10731208,True,False,1.895068213506111,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1698,CLI-101698,saldo_actual,12131973,True,False,2.2485316736409184,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1700,CLI-101700,saldo_actual,10624993,True,False,1.8682663435149143,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1712,CLI-101712,saldo_actual,10494558,True,False,1.8353528952043956,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1713,CLI-101713,saldo_actual,14965020,True,False,2.963411468142163,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1722,CLI-101722,saldo_actual,14716201,True,False,2.900625472855814,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1757,CLI-101757,saldo_actual,10346927,True,False,1.7981002767543617,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1762,CLI-101762,saldo_actual,16242223,True,True,3.2856957854077686,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1776,CLI-101776,saldo_actual,13574846,True,False,2.6126204987579724,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1784,CLI-101784,saldo_actual,11920430,True,False,2.195151755705149,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1818,CLI-101818,saldo_actual,10502565,True,False,1.8373733496884093,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1832,CLI-101832,saldo_actual,12046121,True,False,2.2268681219534523,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1856,CLI-101856,saldo_actual,21434319,True,True,4.595848607267318,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1871,CLI-101871,saldo_actual,10177057,True,False,1.7552359576336671,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1882,CLI-101882,saldo_actual,15645928,True,True,3.135229080456485,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1897,CLI-101897,saldo_actual,11142514,True,False,1.9988555311034288,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1904,CLI-101904,saldo_actual,16271744,True,True,3.29314499695049,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1915,CLI-101915,saldo_actual,10464184,True,False,1.827688441039611,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1916,CLI-101916,saldo_actual,10659485,True,False,1.8769699173955936,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1927,CLI-101927,saldo_actual,10796784,True,False,1.911615400123281,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1954,CLI-101954,saldo_actual,10582717,True,False,1.857598586081898,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
1969,CLI-101969,saldo_actual,22339777,True,True,4.82432827208386,-5063882.375,10040956.625,2.323554602731708,IQR,Valor extremo severo; validar con la fuente original.
1998,CLI-101998,saldo_actual,14222628,True,False,2.7760792281901367,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
2011,CLI-102011,saldo_actual,14856318,True,False,2.9359820384779622,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
2015,CLI-102015,saldo_actual,10865289,True,False,1.9289016789327422,-5063882.375,10040956.625,2.323554602731708,IQR,Posible valor extremo real debido a la distribución asimétrica; validar antes de eliminar.
