id_cliente,edad,ingreso_mensual,nivel_educativo,ciudad,fecha_vinculacion,saldo_actual,cuotas_pagadas,cuotas_totales,estado_cuenta,score_externo
CLI-103601,24,2962738,Tecnólogo,CTG,2023-07-06,2517083,13,24,Al día,632.0
CLI-103602,42,2611071,Técnico,villavicencio,2025-02-15,863618,13,18,Al día,364.0
CLI-103603,54,1737944,Secundaria,Bta,2023-07-08,297096,5,6,Al día,680.0
CLI-103604,67,2166217,Técnico,BUCARAMANGA,2017-04-03,1877150,7,24,Al día,332.0
CLI-103605,33,3818126,Tecnólogo,Ibagué,2023-01-01,2539358,10,18,Al día,761.0
CLI-103606,74,2705320,Técnico,Santa Marta,2023-06-28,931062,7,18,Al día,821.0
CLI-103607,70,4398871,Universitario,"Medellín, Colombia",2015-05-17,2341198,32,48,Al día,602.0
CLI-103608,65,0,Universitario,Medellín,2024-10-15,3403021,8,18,Al día,326.0
CLI-103609,31,0,Tecnólogo,pereira,2017-04-26,1878895,12,24,Al día,765.0
CLI-103610,32,4154742,Tecnólogo,PEREIRA,2021-01-16,9303361,10,48,Al día,417.0
CLI-103611,59,1102850,Primaria,Villavicencio,2021-02-12,472964,2,6,Al día,695.0
CLI-103612,70,1186647,Secundaria,BUCARAMANGA,2022-06-03,0,24,24,Cancelado,510.0
CLI-103613,55,0,Tecnólogo,Sta Marta,2018-05-25,2653322,26,36,Al día,498.0
CLI-103614,62,1879559,Secundaria,CAL,2018-08-15,1644025,31,36,Al día,549.0
CLI-103615,42,5249475,Tecnólogo,Pereira,2017-03-12,0,24,24,Cancelado,
CLI-103616,40,2831673,Universitario,MANIZALES,2023-03-20,0,6,6,Cancelado,581.0
CLI-103617,61,1883291,Técnico,IBAGUÉ,2017-11-09,1316457,32,36,Al día,522.0
CLI-103618,32,1513278,Secundaria,Pereira,2025-05-03,0,18,18,Cancelado,395.0
CLI-103619,51,5165198,Universitario,BGA,2018-02-01,0,18,18,Cancelado,553.0
CLI-103620,34,3284104,Tecnólogo,"Villavicencio, Meta",2024-08-23,4215201,2,12,Moroso,
CLI-103621,46,0,Secundaria,Barranqilla,2017-02-13,3512507,6,18,Moroso,606.0
CLI-103622,73,3465331,Técnico,BGA,2016-01-30,2031724,1,6,Al día,382.0
CLI-103623,52,1001680,Primaria,"Bucaramanga, Santander",2025-05-04,3176950,3,12,Al día,596.0
CLI-103624,23,4641352,Tecnólogo,"Ibagué, Tolima",2023-01-16,843195,3,6,Al día,330.0
CLI-103625,61,1623945,Técnico,"Pereira, Risaralda",2021-07-30,0,12,12,Cancelado,462.0
CLI-103626,44,1529751,Secundaria,pereira,2025-03-28,1228721,2,6,Al día,667.0
CLI-103627,79,2463723,Técnico,San José de Cúcuta,2024-04-20,0,24,24,Cancelado,849.0
CLI-103628,24,1749676,Tecnólogo,Cucuta,2015-05-22,5007018,25,48,Al día,565.0
CLI-103629,51,0,Secundaria,"Pereira, Risaralda",2016-12-06,2046376,34,48,Al día,361.0
CLI-103630,74,1124165,Secundaria,"Villavicencio, Meta",2019-03-05,2962237,16,24,Al día,583.0
CLI-103631,50,0,Primaria,San José de Cúcuta,2024-10-16,1582957,18,24,Al día,309.0
CLI-103632,34,2241542,Secundaria,PEREIRA,2015-06-20,3954406,2,12,Al día,800.0
CLI-103633,69,1100619,Secundaria,SANTA MARTA,2022-06-11,0,18,18,Cancelado,356.0
CLI-103634,49,3259782,Técnico,"Barranquilla, Atlántico",2020-10-21,2820884,10,18,Al día,549.0
CLI-103635,69,0,Tecnólogo,barranquilla,2019-09-05,8266688,15,36,Al día,376.0
CLI-103636,62,0,Tecnólogo,SMR,2023-12-15,3481019,16,24,Al día,319.0
CLI-103637,77,0,Secundaria,"Bucaramanga, Santander",2023-11-05,2427479,5,12,Al día,458.0
CLI-103638,79,0,Universitario,cartagena,2018-10-31,2002045,4,18,Al día,778.0
CLI-103639,72,2785397,Técnico,Pereira,2016-02-08,833648,2,6,Al día,544.0
CLI-103640,74,3584096,Técnico,MDL,2021-12-02,7060272,1,12,Moroso,702.0
CLI-103641,21,0,Secundaria,"Medellín, Colombia",2015-05-29,1781619,30,48,Al día,849.0
CLI-103642,50,3847636,Posgrado,CALI,2016-01-28,5170176,34,48,Al día,498.0
CLI-103643,71,3646179,Universitario,B/manga,2019-02-15,2021663,5,18,Al día,323.0
CLI-103644,55,2168275,Secundaria,SMR,2024-09-19,0,24,24,Cancelado,440.0
CLI-103645,38,1546459,Secundaria,medellin,2020-02-25,4697159,7,18,Al día,493.0
CLI-103646,60,6611056,Universitario,Cali,2017-04-11,0,12,12,Cancelado,701.0
CLI-103647,31,1705256,Primaria,santa marta,2022-05-23,0,6,6,Cancelado,756.0
CLI-103648,70,900000,Primaria,Sta Marta,2017-10-30,0,48,48,Cancelado,527.0
CLI-103649,59,0,Secundaria,MANIZALES,2015-06-27,372868,10,12,Al día,831.0
CLI-103650,3,2062599,Tecnólogo,cucuta,2022-12-14,796117,10,12,Al día,786.0
CLI-103651,50,4804382,Tecnólogo,cali,2023-05-11,223506,4,6,Al día,803.0
CLI-103652,62,2016618,Secundaria,bucaramanga,2022-07-05,1253467,2,12,Al día,574.0
CLI-103653,31,2426848,Técnico,Cartagena de Indias,2022-10-02,23648008,0,36,Moroso,577.0
CLI-103654,21,8008396,Universitario,Santiago de Cali,2022-04-29,2292357,16,36,Al día,316.0
CLI-103655,40,0,Técnico,Medellín,2022-12-23,4617665,17,36,Al día,468.0
CLI-103656,77,0,Técnico,"Cartagena, Bolívar",2022-09-11,10216135,7,36,Al día,723.0
CLI-103657,70,3235404,Universitario,MANIZALES,2021-09-05,957324,15,18,Al día,671.0
CLI-103658,27,3828570,Universitario,Medellin,2019-01-04,0,48,48,Cancelado,574.0
CLI-103659,53,2859602,Universitario,BOG,2016-03-28,2596951,15,24,Al día,318.0
CLI-103660,59,5483858,Universitario,medellin,2021-06-23,1867542,0,6,Al día,625.0
CLI-103661,58,4561725,Universitario,pereira,2016-07-07,7207248,26,48,Al día,542.0
CLI-103662,63,2220614,Tecnólogo,Cucuta,2019-07-29,1755541,40,48,Al día,733.0
CLI-103663,31,4910821,Tecnólogo,Santiago de Cali,2024-12-07,1347951,32,36,Al día,469.0
CLI-103664,31,4847859,Técnico,"Villavicencio, Meta",2021-07-22,2751711,18,36,Al día,304.0
CLI-103665,48,2633456,Técnico,ibague,2024-02-04,1500085,29,36,Al día,794.0
CLI-103666,54,0,Primaria,pereira,2015-11-26,4215875,8,18,Al día,674.0
CLI-103667,48,0,Secundaria,manizales,2018-12-24,2141529,6,24,Al día,378.0
CLI-103668,33,6577780,Universitario,"Cali, Colombia",2016-07-26,10965064,18,48,Al día,543.0
CLI-103669,26,0,Universitario,BAQ,2023-05-12,2018603,3,12,Al día,718.0
CLI-103670,1,0,Técnico,PEI,2020-02-03,3424346,6,18,Al día,462.0
CLI-103671,22,2070029,Universitario,Bogota,2022-08-09,0,6,6,Cancelado,823.0
CLI-103672,65,1991118,Secundaria,manizales,2018-04-28,829565,6,12,Al día,487.0
CLI-103673,39,0,Técnico,ibague,2021-04-24,6583967,18,48,Al día,590.0
CLI-103674,32,2251003,Técnico,santa marta,2024-11-29,0,36,36,Cancelado,599.0
CLI-103675,75,0,Técnico,"Cali, Colombia",2018-08-15,1153453,2,6,Al día,751.0
CLI-103676,20,7006957,Universitario,Santiago de Cali,2015-12-16,1839587,18,24,Al día,443.0
CLI-103677,47,7855342,Universitario,Bogota,2022-10-10,2365569,1,6,Moroso,834.0
CLI-103678,36,4539674,Universitario,"Villavicencio, Meta",2021-12-15,5032993,23,36,Al día,756.0
CLI-103679,20,5723779,Universitario,IBAGUÉ,2016-07-15,566267,9,12,Al día,655.0
CLI-103680,22,2459397,Técnico,SMR,2020-07-13,503390,10,12,Al día,662.0
CLI-103681,60,0,Primaria,SANTA MARTA,2015-05-14,2850137,4,12,Moroso,
CLI-103682,55,0,Tecnólogo,"Cali, Valle",2018-05-07,14502310,2,36,Moroso,
CLI-103683,66,0,Tecnólogo,Santiago de Cali,2019-07-05,7062295,1,12,Moroso,756.0
CLI-103684,62,1381091,Primaria,Santiago de Cali,2017-11-27,1967141,5,24,Al día,686.0
CLI-103685,42,2576651,Secundaria,"Bucaramanga, Santander",2020-12-27,0,48,48,Cancelado,414.0
CLI-103686,32,6613256,Posgrado,Ibague,2021-10-30,3039314,4,12,Al día,462.0
CLI-103687,72,0,Primaria,BOG,2023-01-03,389118,5,6,Al día,673.0
CLI-103688,54,1661173,Secundaria,medellín,2022-10-15,0,24,24,Cancelado,500.0
CLI-103689,46,0,Universitario,SANTA MARTA,2024-06-28,3387594,16,36,Al día,622.0
CLI-103690,28,0,Secundaria,"Santa Marta, Magdalena",2020-04-09,2006659,12,36,Al día,302.0
CLI-103691,51,0,Secundaria,"Villavicencio, Meta",2020-03-02,697094,17,24,Al día,681.0
CLI-103692,52,1735395,Secundaria,Cucuta,2022-08-21,14342249,12,48,Al día,423.0
CLI-103693,65,0,Tecnólogo,BUCARAMANGA,2024-03-05,1209316,15,24,Al día,720.0
CLI-103694,45,8783782,Posgrado,"Villavicencio, Meta",2023-09-10,1103700,2,6,Al día,574.0
CLI-103695,66,2792614,Técnico,ibague,2017-01-27,1281778,25,36,Al día,711.0
CLI-103696,75,0,Universitario,CALI,2024-02-19,4525183,16,36,Al día,782.0
CLI-103697,29,2147131,Secundaria,"Ibagué, Tolima",2020-09-03,0,12,12,Cancelado,633.0
CLI-103698,35,970513,Secundaria,Santa Marta,2021-05-15,17580836,7,48,Al día,376.0
CLI-103699,0,0,Posgrado,medellin,2017-01-02,272106,3,6,Al día,814.0
CLI-103700,32,0,Tecnólogo,cartagena,2020-03-10,1847597,20,36,Al día,600.0
CLI-103701,55,3251080,Tecnólogo,Villavo,2025-04-13,0,6,6,Cancelado,550.0
CLI-103702,74,900000,Secundaria,bucaramanga,2015-04-24,0,12,12,Cancelado,545.0
CLI-103703,36,0,Secundaria,Villavicencio,2017-06-29,1950829,15,24,Al día,363.0
CLI-103704,62,4920390,Universitario,"Ibagué, Tolima",2018-12-15,0,24,24,Cancelado,609.0
CLI-103705,43,3720606,Tecnólogo,Bogota,2016-11-14,4238324,21,48,Al día,717.0
CLI-103706,25,0,Tecnólogo,Cartagena de Indias,2025-05-25,2465957,0,12,Moroso,
CLI-103707,37,1765081,Secundaria,"Cali, Valle",2021-02-09,6482897,15,48,Al día,747.0
CLI-103708,69,2033969,Técnico,Barranquilla,2017-08-09,5600113,7,24,Al día,369.0
CLI-103709,62,0,Universitario,VILLAVICENCIO,2021-04-17,5892731,15,36,Al día,774.0
CLI-103710,54,3165915,Secundaria,Barranqilla,2022-10-10,2384933,6,12,Al día,735.0
CLI-103711,73,5721977,Universitario,"Bucaramanga, Santander",2022-01-12,477829,31,36,Al día,601.0
CLI-103712,24,0,Universitario,SMR,2015-11-24,15702299,10,36,Moroso,770.0
CLI-103713,69,0,Universitario,B/quilla,2016-11-20,4154875,3,18,Al día,400.0
CLI-103714,45,2025080,Secundaria,"Cartagena, Bolívar",2021-08-06,0,48,48,Cancelado,775.0
CLI-103715,40,3686306,Tecnólogo,cartagena,2015-08-20,1738051,3,12,Al día,628.0
CLI-103716,26,4159805,Universitario,PEREIRA,2023-04-16,3369135,8,24,Al día,408.0
CLI-103717,47,0,Secundaria,BARRANQUILLA,2024-04-13,7024476,8,24,Al día,744.0
CLI-103718,33,2832421,Técnico,BARRANQUILLA,2022-03-10,6054121,21,36,Al día,
CLI-103719,58,0,Posgrado,CTG,2017-05-02,3354908,36,48,Al día,469.0
CLI-103720,61,5186386,Universitario,cartagena,2015-07-18,2074519,33,48,Al día,
CLI-103721,3,0,Secundaria,BARRANQUILLA,2015-09-12,4350332,14,24,Al día,620.0
CLI-103722,40,4696063,Universitario,BARRANQUILLA,2019-07-30,0,12,12,Cancelado,316.0
CLI-103723,54,2146408,Tecnólogo,Santiago de Cali,2022-09-23,385539,2,6,Al día,716.0
CLI-103724,34,0,Tecnólogo,"Cali, Valle",2017-06-16,6058266,14,48,Al día,554.0
CLI-103725,29,909604,Secundaria,"Villavicencio, Meta",2022-04-27,0,12,12,Cancelado,610.0
CLI-103726,0,1854301,Secundaria,BAQ,2016-05-24,3203744,28,36,Al día,457.0
CLI-103727,25,0,Universitario,Cúcuta,2023-10-06,1634435,7,18,Al día,693.0
CLI-103728,22,4505118,Tecnólogo,CÚCUTA,2020-09-04,5287795,4,24,Moroso,345.0
CLI-103729,26,0,Técnico,bucaramanga,2017-04-08,7708031,18,36,Al día,679.0
CLI-103730,22,5348026,Universitario,Ibagué,2017-08-13,0,36,36,Cancelado,777.0
CLI-103731,18,0,Tecnólogo,BUCARAMANGA,2021-09-29,10551357,0,18,Moroso,
CLI-103732,27,6500028,Universitario,"Bucaramanga, Santander",2021-01-11,1102424,9,18,Al día,727.0
CLI-103733,55,0,Técnico,CARTAGENA,2022-04-02,3374742,12,36,Al día,460.0
CLI-103734,70,0,Universitario,ibague,2024-05-31,2736388,3,12,Moroso,846.0
CLI-103735,68,14706521,Posgrado,CARTAGENA,2019-08-15,11610970,5,36,Al día,532.0
CLI-103736,68,6219113,Universitario,"Cali, Valle",2017-12-25,1050758,14,18,Al día,372.0
CLI-103737,29,3151221,Tecnólogo,IBAGUÉ,2017-09-13,3770171,18,36,Al día,840.0
CLI-103738,20,1325731,Secundaria,IBAGUÉ,2024-08-04,2853837,13,48,Al día,829.0
CLI-103739,65,5056659,Universitario,ibague,2017-04-23,434328,4,6,Al día,674.0
CLI-103740,58,3507619,Técnico,medellin,2019-08-08,3274212,12,24,Al día,610.0
CLI-103741,59,0,Universitario,Bogotá,2022-04-10,16960485,3,48,Moroso,
CLI-103742,31,3495039,Posgrado,villavicencio,2016-12-15,3188154,7,18,Al día,808.0
CLI-103743,35,5206792,Tecnólogo,BOG,2016-02-05,464803,20,24,Al día,552.0
CLI-103744,30,0,Universitario,Manizales,2017-10-16,1972597,13,18,Al día,777.0
CLI-103745,37,3152135,Técnico,Barranquilla,2018-09-27,10720646,12,36,Al día,634.0
CLI-103746,38,0,Técnico,"Bogotá, Colombia",2015-02-15,835503,30,36,Al día,793.0
CLI-103747,75,2961966,Tecnólogo,manizales,2025-01-06,2991218,24,36,Al día,647.0
CLI-103748,57,9234279,Posgrado,"Cartagena, Bolívar",2020-05-21,8285329,29,48,Al día,468.0
CLI-103749,77,3621058,Técnico,Cucuta,2018-08-07,0,12,12,Cancelado,762.0
CLI-103750,67,986409,Técnico,IBAGUÉ,2024-03-28,1718565,20,24,Al día,442.0
CLI-103751,25,0,Primaria,barranquilla,2019-07-14,929507,21,24,Al día,394.0
CLI-103752,20,2325104,Técnico,Manizales,2023-02-17,12081768,18,48,Al día,561.0
CLI-103753,64,900000,Primaria,"Bucaramanga, Santander",2018-06-24,0,12,12,Cancelado,302.0
CLI-103754,3,0,Técnico,SANTA MARTA,2019-08-13,3602544,3,12,Al día,807.0
CLI-103755,74,2683130,Secundaria,"Santa Marta, Magdalena",2015-09-09,10193136,10,36,Al día,828.0
CLI-103756,68,1890171,Primaria,VILLAVICENCIO,2023-06-09,1339298,12,18,Al día,661.0
CLI-103757,62,0,Tecnólogo,PEI,2018-04-29,5889920,16,48,Al día,797.0
CLI-103758,21,3027482,Universitario,BGA,2015-01-28,3044643,4,24,Al día,732.0
CLI-103759,27,1391402,Técnico,Cartagena de Indias,2020-03-25,3676939,36,48,Al día,455.0
CLI-103760,71,2837353,Técnico,cartagena,2023-11-20,3048339,7,24,Al día,325.0
CLI-103761,53,3254218,Tecnólogo,Cúcuta,2016-02-29,1497359,1,6,Al día,474.0
CLI-103762,70,4685922,Universitario,BAQ,2023-02-16,4604140,5,18,Al día,633.0
CLI-103763,23,4980359,Universitario,Medellin,2024-03-02,765655,30,36,Al día,399.0
CLI-103764,2,0,Primaria,pereira,2019-01-06,2285759,8,24,Al día,611.0
CLI-103765,30,6557294,Posgrado,IBAGUÉ,2016-11-07,11513698,1,18,Moroso,824.0
CLI-103766,68,5409854,Tecnólogo,Cartagena,2019-10-24,1294899,6,12,Al día,393.0
CLI-103767,52,3233547,Técnico,Manizales,2025-04-11,7521108,10,36,Al día,373.0
CLI-103768,71,10507476,Posgrado,VILLAVICENCIO,2019-08-13,2623279,7,24,Al día,379.0
CLI-103769,24,4404320,Universitario,medellín,2017-02-10,6076483,30,48,Al día,408.0
CLI-103770,61,0,Primaria,CAL,2023-04-27,2389735,30,36,Al día,617.0
CLI-103771,65,0,Tecnólogo,MZL,2017-12-24,1515089,5,12,Al día,689.0
CLI-103772,50,4419408,Técnico,cucuta,2021-12-03,873309,3,6,Al día,564.0
CLI-103773,24,5445721,Universitario,MZL,2015-09-02,1013879,2,6,Al día,366.0
CLI-103774,30,0,Secundaria,ibague,2018-10-16,295060,8,6,Al día,606.0
CLI-103775,33,9488605,Posgrado,Santa Marta,2018-10-30,0,48,48,Cancelado,453.0
CLI-103776,73,0,Técnico,SMR,2017-09-13,2490643,22,36,Al día,669.0
CLI-103777,79,10520554,Posgrado,BOG,2020-01-21,1697010,4,12,Al día,605.0
CLI-103778,74,0,Secundaria,Cúcuta,2025-05-03,10912468,9,48,Moroso,834.0
CLI-103779,24,0,Técnico,Medellín,2017-10-18,7184330,25,48,Al día,651.0
CLI-103780,18,0,Secundaria,Bogotá D.C.,2022-08-19,11500222,13,48,Al día,696.0
CLI-103781,42,2015683,Primaria,B/quilla,2025-04-22,7442999,6,18,Moroso,
CLI-103782,38,3969908,Técnico,villavicencio,2023-06-11,0,36,36,Cancelado,443.0
CLI-103783,66,5949075,Universitario,MEDELLÍN,2018-10-20,2109738,6,18,Al día,724.0
CLI-103784,61,8183731,Posgrado,B/quilla,2025-06-27,4360647,32,24,Moroso,747.0
CLI-103785,29,0,Universitario,BARRANQUILLA,2024-04-04,11634126,16,48,Al día,806.0
CLI-103786,20,0,Universitario,Villavo,2020-06-01,1727946,5,12,Al día,446.0
CLI-103787,48,2510005,Secundaria,B/manga,2016-03-07,0,36,36,Cancelado,768.0
CLI-103788,77,0,Posgrado,Santa Marta,2017-06-09,14705147,11,48,Al día,818.0
CLI-103789,36,930455,Primaria,SMR,2024-02-25,1680652,38,48,Al día,542.0
CLI-103790,51,1445897,Secundaria,CTG,2023-10-22,476137,4,6,Al día,756.0
CLI-103791,28,2281218,Secundaria,PEREIRA,2024-06-12,436853,4,6,Al día,440.0
CLI-103792,0,2757162,Técnico,bogota,2020-01-21,5484126,22,36,Al día,572.0
CLI-103793,73,3903513,Tecnólogo,PEI,2021-10-20,1354078,20,24,Al día,758.0
CLI-103794,62,0,Secundaria,bucaramanga,2020-01-16,2015255,19,36,Al día,842.0
CLI-103795,69,3967805,Universitario,cucuta,2021-02-24,1202474,2,12,Al día,730.0
CLI-103796,61,3329298,Universitario,Santa Marta,2015-07-14,5044017,10,24,Al día,717.0
CLI-103797,63,1989812,Secundaria,Villavicencio,2024-04-03,26889673,6,48,Moroso,754.0
CLI-103798,67,900000,Secundaria,PEI,2019-08-28,2145245,16,36,Al día,831.0
CLI-103799,53,0,Tecnólogo,cali,2015-12-01,1901318,7,12,Al día,330.0
CLI-103800,65,2440536,Técnico,MZL,2023-09-19,778433,2,6,Al día,507.0
CLI-103801,72,2979658,Secundaria,"Cali, Colombia",2023-03-21,606397,12,18,Al día,638.0
CLI-103802,72,6479990,Universitario,Cúcuta,2018-03-25,0,12,12,Cancelado,747.0
CLI-103803,60,900000,Tecnólogo,"Pereira, Risaralda",2023-07-21,0,12,12,Cancelado,530.0
CLI-103804,59,0,Universitario,CTG,2016-02-08,1588116,7,12,Al día,
CLI-103805,37,0,Secundaria,Med.,2019-11-06,2193115,1,6,Moroso,327.0
CLI-103806,34,9331278,Posgrado,IBAGUÉ,2023-12-14,3701811,13,24,Al día,727.0
CLI-103807,49,6217617,Posgrado,"Manizales, Caldas",2019-02-19,1161498,2,6,Al día,731.0
CLI-103808,38,2692410,Tecnólogo,MANIZALES,2018-06-11,2466678,30,36,Al día,565.0
CLI-103809,46,1303073,Universitario,cali,2015-10-07,585145,3,6,Al día,418.0
CLI-103810,30,2951626,Secundaria,CÚCUTA,2019-09-10,0,18,18,Cancelado,778.0
CLI-103811,49,900000,Secundaria,BOGOTÁ,2023-09-04,2461069,16,24,Al día,
CLI-103812,76,0,Tecnólogo,Villavicencio,2022-07-31,2200318,7,12,Al día,845.0
CLI-103813,70,9451654,Posgrado,"Pereira, Risaralda",2018-10-28,586276,18,24,Al día,683.0
CLI-103814,68,12110814,Posgrado,Bogota,2025-03-03,777982,3,6,Al día,570.0
CLI-103815,68,9667469,Posgrado,BAQ,2023-03-12,3235536,0,12,Moroso,
CLI-103816,55,0,Secundaria,San José de Cúcuta,2019-03-10,590321,10,12,Al día,730.0
CLI-103817,64,0,Posgrado,Ibague,2018-03-10,1196819,9,18,Al día,423.0
CLI-103818,22,6632806,Universitario,Cartagena de Indias,2024-06-12,4073650,8,18,Al día,605.0
CLI-103819,49,2878275,Secundaria,cartagena,2018-09-18,735322,3,6,Al día,566.0
CLI-103820,59,0,Secundaria,Cúcuta,2022-08-13,3331666,14,36,Al día,796.0
CLI-103821,37,0,Universitario,cali,2024-08-14,13354828,8,48,Al día,728.0
CLI-103822,57,1282854,Secundaria,San José de Cúcuta,2015-07-13,17056289,51,48,Moroso,390.0
CLI-103823,31,5702894,Universitario,B/manga,2016-12-02,889818,1,6,Al día,773.0
CLI-103824,37,8797866,Posgrado,Cúcuta,2020-12-22,611317,9,12,Al día,447.0
CLI-103825,61,0,Tecnólogo,"Barranquilla, Atlántico",2020-04-11,5210754,12,36,Al día,708.0
CLI-103826,73,0,Tecnólogo,Bogotá D.C.,2019-05-14,1183608,13,18,Al día,607.0
CLI-103827,22,0,Secundaria,CARTAGENA,2023-11-24,12031593,11,48,Moroso,
CLI-103828,55,0,Técnico,pereira,2023-07-28,6967626,29,48,Al día,782.0
CLI-103829,63,900000,Técnico,CAL,2019-12-17,3225646,27,36,Al día,417.0
CLI-103830,67,2609490,Universitario,medellin,2019-12-10,0,48,48,Cancelado,780.0
CLI-103831,54,0,Universitario,CARTAGENA,2016-07-17,17160009,9,48,Al día,815.0
CLI-103832,70,2588242,Universitario,Villavicencio,2021-08-22,4967406,4,12,Moroso,
CLI-103833,68,1841796,Secundaria,PEREIRA,2015-01-17,845613,21,24,Al día,356.0
CLI-103834,39,0,Tecnólogo,barranquilla,2019-01-28,4478386,2,12,Al día,707.0
CLI-103835,35,0,Posgrado,BUCARAMANGA,2022-08-11,2445728,1,12,Moroso,464.0
CLI-103836,47,3832808,Técnico,BUCARAMANGA,2024-07-28,0,6,6,Cancelado,788.0
CLI-103837,28,900000,Primaria,"Manizales, Caldas",2020-11-26,1093114,2,6,Al día,660.0
CLI-103838,77,5925215,Universitario,BARRANQUILLA,2019-01-24,2803514,18,36,Al día,307.0
CLI-103839,35,0,Universitario,Bucaramanga,2018-04-24,1350036,2,6,Al día,442.0
CLI-103840,47,2406715,Tecnólogo,"Bucaramanga, Santander",2020-04-17,5291707,0,12,Moroso,750.0
CLI-103841,65,1236259,Secundaria,"Medellín, Colombia",2024-01-08,0,36,36,Cancelado,688.0
CLI-103842,67,0,Tecnólogo,Barranquilla,2019-03-12,749153,15,18,Al día,661.0
CLI-103843,53,0,Secundaria,MEDELLÍN,2025-04-19,849829,18,12,Al día,836.0
CLI-103844,48,0,Técnico,Villavicencio,2024-01-29,3579415,11,24,Al día,767.0
CLI-103845,72,2009115,Secundaria,"Cali, Valle",2020-09-17,2988508,17,24,Al día,598.0
CLI-103846,22,1760348,Secundaria,IBAGUÉ,2017-11-30,3539203,0,6,Moroso,460.0
CLI-103847,52,0,Universitario,"Medellín, Colombia",2017-06-09,523382,16,18,Al día,838.0
CLI-103848,38,2818135,Tecnólogo,Med.,2022-06-03,5071874,6,36,Al día,665.0
CLI-103849,69,2981272,Tecnólogo,"Santa Marta, Magdalena",2017-11-12,438566,2,6,Al día,708.0
CLI-103850,43,1809665,Tecnólogo,MDL,2017-12-13,8378997,20,48,Al día,489.0
CLI-103851,77,1743099,Secundaria,"Pereira, Risaralda",2020-01-21,1252283,23,36,Al día,833.0
CLI-103852,72,3143242,Tecnólogo,Cúcuta,2019-02-22,0,18,18,Cancelado,588.0
CLI-103853,59,0,Secundaria,Manizales,2019-07-11,10925755,22,48,Al día,749.0
CLI-103854,76,2330965,Universitario,cucuta,2024-06-14,0,48,48,Cancelado,588.0
CLI-103855,51,0,Técnico,Medellín,2021-11-15,1245326,1,6,Al día,674.0
CLI-103856,72,0,Técnico,CAL,2019-07-22,2103272,19,24,Al día,747.0
CLI-103857,69,0,Secundaria,Medellin,2019-04-27,6350405,52,48,Al día,428.0
CLI-103858,73,1953517,Universitario,"Manizales, Caldas",2025-01-04,0,12,12,Cancelado,684.0
CLI-103859,43,1877826,Secundaria,bucaramanga,2023-07-10,0,12,12,Cancelado,
CLI-103860,3,0,Posgrado,medellin,2022-03-17,2779695,5,12,Al día,814.0
CLI-103861,40,0,Posgrado,"Cartagena, Bolívar",2018-05-12,9031609,12,36,Al día,793.0
CLI-103862,21,7879220,Posgrado,Santa Marta,2020-04-04,0,6,6,Cancelado,773.0
CLI-103863,61,3224542,Tecnólogo,"Santa Marta, Magdalena",2020-07-01,639959,10,12,Al día,525.0
CLI-103864,53,2421356,Técnico,BOG,2020-11-27,847119,4,6,Al día,557.0
CLI-103865,73,0,Tecnólogo,"Bucaramanga, Santander",2017-05-11,1303097,8,12,Al día,715.0
CLI-103866,44,3476698,Tecnólogo,"Bucaramanga, Santander",2017-01-24,7929023,12,36,Al día,339.0
CLI-103867,37,4002051,Universitario,Bta,2020-07-14,6611463,18,48,Al día,804.0
CLI-103868,47,3265653,Técnico,santa marta,2024-08-17,0,48,48,Cancelado,703.0
CLI-103869,1,7599953,Universitario,barranquilla,2021-09-22,325290,5,6,Al día,616.0
CLI-103870,45,2409604,Técnico,"Cali, Valle",2024-06-28,0,12,12,Cancelado,346.0
CLI-103871,0,0,Técnico,BGA,2018-07-19,1250007,9,12,Al día,566.0
CLI-103872,59,3671302,Técnico,IBAGUÉ,2023-02-07,1131900,11,18,Al día,740.0
CLI-103873,61,0,Secundaria,bucaramanga,2022-05-05,1009723,2,6,Al día,546.0
CLI-103874,56,0,Secundaria,CÚCUTA,2015-01-07,2917797,5,12,Al día,728.0
CLI-103875,75,900000,Técnico,Bogotá D.C.,2021-07-03,0,48,48,Cancelado,664.0
CLI-103876,66,2079244,Secundaria,"Pereira, Risaralda",2018-11-06,0,6,6,Cancelado,768.0
CLI-103877,68,0,Tecnólogo,MANIZALES,2015-01-20,4165817,0,6,Moroso,758.0
CLI-103878,51,902284,Secundaria,Manizales,2015-04-30,868811,2,6,Moroso,
CLI-103879,53,1185999,Secundaria,barranquilla,2017-01-14,4643554,12,36,Al día,349.0
CLI-103880,71,1425428,Primaria,"Manizales, Caldas",2024-05-29,0,12,12,Cancelado,425.0
CLI-103881,73,0,Posgrado,cucuta,2020-03-16,1159573,32,36,Al día,335.0
CLI-103882,54,1861291,Secundaria,"Villavicencio, Meta",2015-03-08,1764213,4,18,Al día,799.0
CLI-103883,3,5239687,Universitario,manizales,2024-11-25,11968869,14,48,Al día,674.0
CLI-103884,77,4274482,Universitario,Villavo,2018-02-28,1994286,31,36,Al día,567.0
CLI-103885,51,6103480,Universitario,BOGOTÁ,2017-12-02,6899965,8,24,Al día,465.0
CLI-103886,3,0,Universitario,Barranqilla,2022-08-09,1316700,7,18,Al día,502.0
CLI-103887,53,2643249,Tecnólogo,CTG,2023-02-03,0,12,12,Cancelado,339.0
CLI-103888,2,0,Técnico,BARRANQUILLA,2018-10-23,2067597,0,6,Moroso,
